org_uuid,founded_on,founded_year,success_label_5y,success_label_10y,org_name,outcome_type,city,founder_count,founder_gender_diversity,has_top_school_founder,num_optimal_degrees,optimal_degree_ratio,is_repeat_founder,founder_gender_missing,founder_degree_missing,founder_school_missing,founder_desc_missing,age_at_first_funding,first_funding_delay,early_series_count,avg_time_to_early_round_months,avg_time_between_rounds,burn_rate,has_funding_data,num_disclosed_rounds,has_disclosed_funding,funding_velocity,first_funding_amount_bucket,is_startup_hub,cohort_funding_density,investor_count,has_known_investor,merge_date,gdp_growth_avg_15m,gdp_growth_delta_3m,interest_rate_fed_funds_avg_15m,interest_rate_fed_funds_delta_3m,fed_funds_rate_latest,yield_curve_10y_2y_avg_15m,yield_curve_inversion_flag,unemployment_rate_avg_15m,cpi_inflation_avg_15m,consumer_sentiment_avg_15m,consumer_sentiment_z_latest,vix_index_max_15m,vix_spike_flag,vix_latest,sp500_price_change_3m,sp500_volatility_3m,sp500_momentum_latest,org_desc_sentiment_finbert,founder_desc_sentiment_finbert,org_desc_sim_exemplar,founder_desc_sim_exemplar,llm_founder_score,llm_outlook_align_score_avg,llm_outlook_align_score_binned,industry_outlook_sentiment_finbert,industry_timing_sentiment_finbert,avg_etf_return_3m,avg_etf_volatility_3m,avg_etf_momentum_latest,avg_etf_golden_cross_flag,avg_etf_ma50_to_price_ratio,industry_Life_Sciences,industry_Fintech,industry_Consumer_Goods,industry_Technology,industry_Cleantech,industry_Transportation,industry_Media_Entertainment_Gaming,industry_Telecom,industry_Real_Estate,Episode,Agent
1ec77456-16a1-4c6d-a199-d1b7dbc73f22,2017-11-30,2017,True,True,Eletype,acquisition,Atlanta,1,0.0,False,1,1.0,False,False,False,True,False,4.066666666666666,4.066666666666666,3.0,13.377777777777778,7.833333333333334,165709.45945945944,True,3,True,0.6,$500K-2M,False,207,4.0,False,2017-11-30,2.95625,-1.2999999999999998,0.9875,0.26,1.42,0.9297054577637718,0,4.362500000000001,245.2814375,96.7875,1.450729596697526,22.45042857142857,0,22.45042857142857,41.49912629640176,0.0178388669992567,250.69263890808136,0,1,0.357250839471817,0.5911875963211061,4.0,4.0,0.0,-0.8806372284889222,-0.5486037582159042,0.0011839883565263,0.0072281780155251,-0.0051503134254328,1.0,0.990588145502566,0,0,0,1,0,0,0,0,0,30.0,Agent B
cbcd6236-d6b5-48d6-aacb-717535170487,2017-01-01,2017,True,True,Notiv,acquisition,San Francisco,1,0.0,False,1,1.0,False,False,False,True,False,29.433333333333337,29.433333333333337,2.0,34.28333333333333,9.7,76660.98807495741,True,2,True,0.4,$500K-2M,True,1001,6.0,False,2017-01-01,2.15,0.2999999999999998,0.48375,0.25,0.9,1.0467271757545633,0,4.7875,240.985875,93.175,1.0996404799201691,23.70640625,0,13.1460663507109,29.47186987585701,0.0198553175781501,206.68882233227305,0,1,0.220186412334442,0.5479938387870781,5.0,4.0,0.0,-0.8806372284889222,-0.5486037582159042,0.0008199037276858,0.0083482123631562,0.0025721060992023,1.0,0.9852553362006536,0,0,0,1,0,0,0,0,0,30.0,Agent B
5bfa6e7b-e9c6-44a2-8c9f-22d506d0985b,2017-01-01,2017,True,True,NewHold Enterprises,ipo,New York,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,True,1295,,False,2017-01-01,2.15,0.2999999999999998,0.48375,0.25,0.9,1.0467271757545633,0,4.7875,240.985875,93.175,1.0996404799201691,23.70640625,0,13.1460663507109,29.47186987585701,0.0198553175781501,206.68882233227305,0,0,0.329499959945678,0.482900768518447,4.0,4.0,0.0,-0.8806372284889222,-0.5486037582159042,0.0008199037276858,0.0083482123631562,0.0025721060992023,1.0,0.9852553362006536,0,0,0,1,0,0,0,0,0,30.0,Agent B
95b66246-41fc-43d3-8915-147b3d19ea8d,2017-01-01,2017,True,True,Ayala Pharmaceuticals,ipo,Wilmington,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,False,84,,False,2017-01-01,2.15,0.2999999999999998,0.48375,0.25,0.9,1.0467271757545633,0,4.7875,240.985875,93.175,1.0996404799201691,23.70640625,0,13.1460663507109,29.47186987585701,0.0198553175781501,206.68882233227305,0,0,0.271484673023223,0.39908230304718,4.0,4.0,0.0,0.0003469213843345,-0.8213961049914362,0.0002621292459655,0.0090451022122649,-0.0081518065801324,1.0,0.9950431744443832,1,0,0,0,0,0,0,0,0,30.0,Agent B
1a2ad812-7a28-45b3-a888-e2bb4fc91b3f,2017-07-25,2017,True,True,SensiML,acquisition,Beaverton,3,0.0,False,2,0.6666666666666666,False,False,False,True,False,17.5,17.5,1.0,17.5,,90000.0,True,1,True,0.2,$500K-2M,False,8,1.0,False,2017-07-25,2.65,1.399999999999999,0.75625,0.0,1.15,0.9910124001306784,0,4.5625,243.4118125,94.8125,1.601593706321386,15.224094827586208,0,10.122921810699587,100.3946090323716,0.0125871619057963,234.344170428933,0,0,0.233815759420394,0.510976791381835,4.0,4.0,0.0,0.0003469213843345,-0.8213961049914362,0.000879482916708,0.0069471220696773,0.014578144975733,1.0,0.9714243416372248,1,0,0,1,0,0,0,0,0,30.0,Agent B
fcd83766-3d03-4bf5-a1a0-1e86ebc9ad4d,2018-01-01,2018,True,True,Staked us,acquisition,New York,2,0.0,True,2,1.0,False,False,False,False,False,13.166666666666666,13.166666666666666,2.0,15.683333333333334,5.033333333333333,333791.2087912088,True,2,True,0.4,$2M-10M,True,1349,11.0,False,2018-01-01,3.01875,-1.1999999999999995,1.1281249999999998,0.28,1.69,0.8415508241430822,0,4.275,246.22775,97.3,0.6911146069526982,22.45042857142857,0,18.274956896551725,-52.26855912733117,0.0188814960606611,139.36242493350665,1,1,0.191368177533149,0.5671228170394891,5.0,4.0,0.0,-0.9280067346990108,-0.8575281500816346,0.0010103261342834,0.0082565009208854,-0.0255916725980524,1.0,1.0158311882881537,0,0,0,1,0,0,0,0,0,30.0,Agent B
e4c8b774-de5b-45b9-bf24-53f7fb134dc7,2018-01-01,2018,False,False,Gorilla ROI,still_active,Flower Mound,1,0.0,False,1,1.0,False,False,False,True,False,,,,,,,False,0,False,,,False,8,,False,2018-01-01,3.01875,-1.1999999999999995,1.1281249999999998,0.28,1.69,0.8415508241430822,0,4.275,246.22775,97.3,0.6911146069526982,22.45042857142857,0,18.274956896551725,-52.26855912733117,0.0188814960606611,139.36242493350665,0,0,0.372259199619293,0.379326105117797,3.0,4.0,0.0,-0.9280067346990108,-0.8575281500816346,0.0010103261342834,0.0082565009208854,-0.0255916725980524,1.0,1.0158311882881537,0,0,0,1,0,0,0,0,0,30.0,Agent B
97a42196-202a-4312-83dd-fc06112e8873,2018-01-01,2018,True,True,CinCor Pharma,ipo,Cincinnati,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,False,41,,False,2018-01-01,3.01875,-1.1999999999999995,1.1281249999999998,0.28,1.69,0.8415508241430822,0,4.275,246.22775,97.3,0.6911146069526982,22.45042857142857,0,18.274956896551725,-52.26855912733117,0.0188814960606611,139.36242493350665,0,0,0.267088383436203,0.29966914653778,4.0,4.0,0.0,-0.9158406965434552,-0.7935588210821152,0.0006832255147988,0.0071510283974417,-0.020710988857617,1.0,1.0174303084657068,1,0,0,0,0,0,0,0,0,30.0,Agent B
fdd8eeca-1154-4581-8406-7c25d464d31c,2018-01-01,2018,False,False,JVComms,still_active,Irvington,1,0.0,False,1,1.0,False,False,False,True,False,,,,,,,False,0,False,,,False,1,,False,2018-01-01,3.01875,-1.1999999999999995,1.1281249999999998,0.28,1.69,0.8415508241430822,0,4.275,246.22775,97.3,0.6911146069526982,22.45042857142857,0,18.274956896551725,-52.26855912733117,0.0188814960606611,139.36242493350665,0,0,0.299926370382308,0.380925416946411,3.0,4.0,0.0,-0.9280067346990108,-0.8575281500816346,0.0010103261342834,0.0082565009208854,-0.0255916725980524,1.0,1.0158311882881537,0,0,0,1,0,0,0,0,0,30.0,Agent B
cd3f58ce-7b6e-4804-a768-3b8c75b6c50e,2018-02-01,2018,False,False,RevOps,still_active,San Francisco,1,0.0,False,1,1.0,False,False,False,True,False,24.466666666666665,24.466666666666665,2.0,34.833333333333336,20.73333333333333,146017.69911504423,True,2,True,0.4,$500K-2M,True,954,6.0,False,2018-02-01,3.0250000000000004,-1.1999999999999995,1.19375,0.28,1.7,0.7940376872518311,0,4.21875,246.676125,97.26875,0.3392443666762636,22.45042857142857,0,14.12082304526749,-1.481699989419667,0.0186276116336565,160.49223748753593,0,0,0.117646038532257,0.32921302318573,3.0,4.0,0.0,-0.9280067346990108,-0.8575281500816346,0.0010885897261584,0.0086115009063024,0.0275852482720875,1.0,0.9726235239538232,0,0,0,1,0,0,0,0,0,30.0,Agent B
